0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
-0	0	1
-0	0	1
-0	0	1
-0	0	1
-0	0	1
-0	0	1
-0	0	1
-0	0	1
-0	-0	1
-0	-0	1
-0	-0	1
-0	-0	1
-0	-0	1
-0	-0	1
-0	-0	1
-0	-0	1
0	-0	1
0	-0	1
0	-0	1
0	-0	1
0	-0	1
0	-0	1
0	-0	1
0	-0	1
0	0	1
0.19509	0	0.980785
0.191342	0.0380602	0.980785
0.18024	0.0746578	0.980785
0.162212	0.108386	0.980785
0.13795	0.13795	0.980785
0.108386	0.162212	0.980785
0.0746578	0.18024	0.980785
0.0380602	0.191342	0.980785
-8.52767e-09	0.19509	0.980785
-0.0380602	0.191342	0.980785
-0.0746578	0.18024	0.980785
-0.108386	0.162212	0.980785
-0.13795	0.13795	0.980785
-0.162212	0.108386	0.980785
-0.18024	0.0746578	0.980785
-0.191342	0.0380602	0.980785
-0.19509	-1.70553e-08	0.980785
-0.191342	-0.0380603	0.980785
-0.18024	-0.0746578	0.980785
-0.162212	-0.108386	0.980785
-0.13795	-0.13795	0.980785
-0.108386	-0.162212	0.980785
-0.0746578	-0.18024	0.980785
-0.0380602	-0.191342	0.980785
2.32643e-09	-0.19509	0.980785
0.0380603	-0.191342	0.980785
0.0746579	-0.18024	0.980785
0.108386	-0.162212	0.980785
0.13795	-0.13795	0.980785
0.162212	-0.108386	0.980785
0.18024	-0.0746578	0.980785
0.191342	-0.0380602	0.980785
0.19509	3.41107e-08	0.980785
0.382683	0	0.92388
0.37533	0.0746578	0.92388
0.353553	0.146447	0.92388
0.31819	0.212608	0.92388
0.270598	0.270598	0.92388
0.212608	0.31819	0.92388
0.146447	0.353553	0.92388
0.0746578	0.37533	0.92388
-1.67276e-08	0.382683	0.92388
-0.0746578	0.37533	0.92388
-0.146447	0.353553	0.92388
-0.212608	0.31819	0.92388
-0.270598	0.270598	0.92388
-0.31819	0.212608	0.92388
-0.353553	0.146447	0.92388
-0.37533	0.0746578	0.92388
-0.382683	-3.34553e-08	0.92388
-0.37533	-0.0746579	0.92388
-0.353553	-0.146447	0.92388
-0.31819	-0.212608	0.92388
-0.270598	-0.270598	0.92388
-0.212607	-0.31819	0.92388
-0.146446	-0.353553	0.92388
-0.0746579	-0.37533	0.92388
4.56345e-09	-0.382683	0.92388
0.0746579	-0.37533	0.92388
0.146447	-0.353553	0.92388
0.212608	-0.31819	0.92388
0.270598	-0.270598	0.92388
0.31819	-0.212608	0.92388
0.353553	-0.146447	0.92388
0.37533	-0.0746578	0.92388
0.382683	6.69105e-08	0.92388
0.55557	0	0.83147
0.544895	0.108386	0.83147
0.51328	0.212608	0.83147
0.46194	0.308658	0.83147
0.392847	0.392847	0.83147
0.308658	0.46194	0.83147
0.212608	0.51328	0.83147
0.108386	0.544895	0.83147
-2.42847e-08	0.55557	0.83147
-0.108386	0.544895	0.83147
-0.212608	0.51328	0.83147
-0.308658	0.46194	0.83147
-0.392847	0.392847	0.83147
-0.46194	0.308658	0.83147
-0.51328	0.212607	0.83147
-0.544895	0.108386	0.83147
-0.55557	-4.85695e-08	0.83147
-0.544895	-0.108386	0.83147
-0.51328	-0.212608	0.83147
-0.46194	-0.308658	0.83147
-0.392847	-0.392848	0.83147
-0.308658	-0.46194	0.83147
-0.212607	-0.51328	0.83147
-0.108386	-0.544895	0.83147
6.62511e-09	-0.55557	0.83147
0.108386	-0.544895	0.83147
0.212608	-0.51328	0.83147
0.308658	-0.46194	0.83147
0.392848	-0.392847	0.83147
0.46194	-0.308658	0.83147
0.51328	-0.212608	0.83147
0.544895	-0.108386	0.83147
0.55557	9.7139e-08	0.83147
0.707107	0	0.707107
0.69352	0.13795	0.707107
0.653281	0.270598	0.707107
0.587938	0.392847	0.707107
0.5	0.5	0.707107
0.392847	0.587938	0.707107
0.270598	0.653281	0.707107
0.13795	0.69352	0.707107
-3.09086e-08	0.707107	0.707107
-0.13795	0.69352	0.707107
-0.270598	0.653281	0.707107
-0.392848	0.587938	0.707107
-0.5	0.5	0.707107
-0.587938	0.392847	0.707107
-0.653282	0.270598	0.707107
-0.69352	0.13795	0.707107
-0.707107	-6.18172e-08	0.707107
-0.69352	-0.13795	0.707107
